"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","822","Name (Z to A) sorts items descending alphabetically","chromium-auth","Fri May 15 08:26:34 UTC 2026","passed","Fri May 15 08:26:35 UTC 2026","Inventory sorting","inventory/sorting.spec.js","",""
"","2074","Cart contents persist across logout and re-login","chromium-auth","Fri May 15 08:26:28 UTC 2026","passed","Fri May 15 08:26:30 UTC 2026","","cart/cart-persistence.spec.js","",""
"","2921","standard user can sign in and lands on the inventory page","firefox-noauth","Fri May 15 08:26:52 UTC 2026","passed","Fri May 15 08:26:55 UTC 2026","Login","auth/login.spec.js","",""
"","10072","Checkout from an empty cart should be blocked (known bug)","webkit-auth","Fri May 15 08:26:58 UTC 2026","passed","Fri May 15 08:27:08 UTC 2026","","checkout/empty-cart-checkout.spec.js","",""
"","4463","Cart contents persist across logout and re-login","firefox-auth","Fri May 15 08:26:39 UTC 2026","passed","Fri May 15 08:26:43 UTC 2026","","cart/cart-persistence.spec.js","",""
"","1861","Name (A to Z) sorts items ascending alphabetically","webkit-auth","Fri May 15 08:27:10 UTC 2026","passed","Fri May 15 08:27:11 UTC 2026","Inventory sorting","inventory/sorting.spec.js","",""
"","1011","sign-in fails with an unknown username","firefox-noauth","Fri May 15 08:26:55 UTC 2026","passed","Fri May 15 08:26:56 UTC 2026","Login","auth/login.spec.js","",""
"","1954","Complete a valid checkout end-to-end","webkit-auth","Fri May 15 08:27:04 UTC 2026","passed","Fri May 15 08:27:06 UTC 2026","","checkout/valid-checkout.spec.js","",""
"","1741","LinkedIn link points to the correct URL and opens in a new tab","webkit-auth","Fri May 15 08:27:08 UTC 2026","passed","Fri May 15 08:27:10 UTC 2026","Footer social links","inventory/footer-links.spec.js","",""
"","1520","Name (A to Z) sorts items ascending alphabetically","firefox-auth","Fri May 15 08:26:48 UTC 2026","passed","Fri May 15 08:26:50 UTC 2026","Inventory sorting","inventory/sorting.spec.js","",""
"","1873","standard user can sign in and lands on the inventory page","webkit-noauth","Fri May 15 08:27:14 UTC 2026","passed","Fri May 15 08:27:16 UTC 2026","Login","auth/login.spec.js","",""
"","7393","Cart contents persist across logout and re-login","webkit-auth","Fri May 15 08:26:57 UTC 2026","passed","Fri May 15 08:27:04 UTC 2026","","cart/cart-persistence.spec.js","",""
"","1817","Name (Z to A) sorts items descending alphabetically","webkit-auth","Fri May 15 08:27:10 UTC 2026","passed","Fri May 15 08:27:12 UTC 2026","Inventory sorting","inventory/sorting.spec.js","",""
"","1508","Name (Z to A) sorts items descending alphabetically","firefox-auth","Fri May 15 08:26:48 UTC 2026","passed","Fri May 15 08:26:50 UTC 2026","Inventory sorting","inventory/sorting.spec.js","",""
"","1508","Twitter link points to the correct URL and opens in a new tab","webkit-auth","Fri May 15 08:27:06 UTC 2026","passed","Fri May 15 08:27:08 UTC 2026","Footer social links","inventory/footer-links.spec.js","",""
"","1533","Price (low to high) sorts items ascending by price","firefox-auth","Fri May 15 08:26:50 UTC 2026","passed","Fri May 15 08:26:51 UTC 2026","Inventory sorting","inventory/sorting.spec.js","",""
"","1838","Price (low to high) sorts items ascending by price","webkit-auth","Fri May 15 08:27:11 UTC 2026","passed","Fri May 15 08:27:13 UTC 2026","Inventory sorting","inventory/sorting.spec.js","",""
"","991","standard user can sign in and lands on the inventory page","chromium-noauth","Fri May 15 08:26:36 UTC 2026","passed","Fri May 15 08:26:37 UTC 2026","Login","auth/login.spec.js","",""
"","1645","Facebook link points to the correct URL and opens in a new tab","webkit-auth","Fri May 15 08:27:08 UTC 2026","passed","Fri May 15 08:27:10 UTC 2026","Footer social links","inventory/footer-links.spec.js","",""
"","785","sign-in fails with an unknown username","chromium-noauth","Fri May 15 08:26:37 UTC 2026","passed","Fri May 15 08:26:38 UTC 2026","Login","auth/login.spec.js","",""
"","961","sign-in fails with an invalid password","chromium-noauth","Fri May 15 08:26:37 UTC 2026","passed","Fri May 15 08:26:38 UTC 2026","Login","auth/login.spec.js","",""
"","684","Twitter link points to the correct URL and opens in a new tab","chromium-auth","Fri May 15 08:26:31 UTC 2026","passed","Fri May 15 08:26:32 UTC 2026","Footer social links","inventory/footer-links.spec.js","",""
"","3106","sign-in fails with an invalid password","firefox-noauth","Fri May 15 08:26:52 UTC 2026","passed","Fri May 15 08:26:55 UTC 2026","Login","auth/login.spec.js","",""
"","1837","Price (high to low) sorts items descending by price","webkit-auth","Fri May 15 08:27:12 UTC 2026","passed","Fri May 15 08:27:14 UTC 2026","Inventory sorting","inventory/sorting.spec.js","",""
"","1533","Price (high to low) sorts items descending by price","firefox-auth","Fri May 15 08:26:50 UTC 2026","passed","Fri May 15 08:26:51 UTC 2026","Inventory sorting","inventory/sorting.spec.js","",""
"","1767","sign-in fails with an invalid password","webkit-noauth","Fri May 15 08:27:14 UTC 2026","passed","Fri May 15 08:27:16 UTC 2026","Login","auth/login.spec.js","",""
"","1616","sign-in fails with an unknown username","webkit-noauth","Fri May 15 08:27:16 UTC 2026","passed","Fri May 15 08:27:18 UTC 2026","Login","auth/login.spec.js","",""
"","1739","Logout returns the user to the login page with empty inputs","chromium-noauth","Fri May 15 08:26:38 UTC 2026","passed","Fri May 15 08:26:39 UTC 2026","","auth/logout.spec.js","",""
"","1004","Complete a valid checkout end-to-end","chromium-auth","Fri May 15 08:26:30 UTC 2026","passed","Fri May 15 08:26:31 UTC 2026","","checkout/valid-checkout.spec.js","",""
